;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
2096;23640444;Ford;Fiesta;1.4 TDCi Titanium X;2010;282.500 km;Düz;Dizel;Hatchback/5;Gri (titanyum);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 boyalı;467.000
2097;23638179;Ford;Focus;1.5 TDCi Titanium;2020;105.000 km;Otomatik;Dizel;Sedan;Füme;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;857.000
2098;23639599;Ford;C-Max;1.6 SCTi Titanium;2011;133.000 km;Düz;Benzin;MPV;Gri;1597 cc;180 hp;Önden Çekiş;6,6 lt;55 lt;Tamamı orjinal;740.000
2099;23624451;Ford;Fiesta;1.5 TDCi Titanium X;2016;104.000 km;Düz;Dizel;Hatchback/5;Gri;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 değişen;635.000
2101;23281353;Ford;Focus;1.6 Ti-VCT Style;2013;127.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;2 değişen, 3 boyalı;588.000
2102;23638052;Ford;Focus;1.6 TDCi Style;2012;129.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;2 değişen;660.000
2103;23637607;Ford;Focus;1.6 TDCi Style;2012;178.000 km;Düz;Dizel;Sedan;Füme;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;4 boyalı;660.000
2104;23639996;Ford;Focus;1.6 TDCi Trend X;2013;200.000 km;Düz;Dizel;Sedan;Gri (metalik);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;680.000
2105;23639030;Ford;Focus;1.6 SCTi Titanium;2011;165.500 km;Düz;Benzin;Sedan;Gri (titanyum);1597 cc;182 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;780.000
2106;23639766;Ford;Focus;1.5 TDCi Titanium;2015;186.000 km;Yarı Otomatik;Dizel;Sedan;Şampanya;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;860.000
2107;23639484;Ford;Focus;1.6 TDCi Titanium;2017;210.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;3 boyalı;900.000
2108;23638059;Ford;Focus;1.6 TDCi Titanium;2011;187.300 km;Düz;Dizel;Sedan;Siyah;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen, 2 boyalı;650.000
2109;23639478;Ford;Focus;1.6 Ti-VCT Trend X;2017;43.000 km;Düz;Benzin;Hatchback/5;Gri;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 boyalı;895.000
2110;23638570;Ford;Focus;1.6 Ti-VCT Style;2016;123.500 km;Yarı Otomatik;Benzin;Sedan;Füme;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;2 boyalı;780.000
2111;23483147;Ford;Fiesta;1.5 TDCi Trend;2018;80.000 km;Düz;Dizel;Hatchback/5;Mavi (metalik);1499 cc;85 hp;Önden Çekiş;3,6 lt;42 lt;Tamamı orjinal;800.000
2112;23482270;Ford;Focus;1.6 Comfort;2011;127.750 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;1 değişen, 5 boyalı;598.000
2114;22772702;Ford;Focus;1.6 TDCi Trend X;2016;144.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;900.000
2116;23638909;Ford;Mondeo;1.5 Titanium;2017;198.800 km;Otomatik;Benzin;Sedan;Füme;1498 cc;160 hp;Önden Çekiş;6,3 lt;62 lt;Belirtilmemiş;1.200.000
2117;23143681;Ford;Focus;1.6 TDCi Trend;2013;194.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 boyalı;700.000
2118;23637328;Ford;Focus;1.5 TDCi Trend X;2018;197.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;875.000
2119;23637327;Ford;Fiesta;1.5 TDCi Trend;2013;205.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 5 boyalı;498.000
2120;23637299;Ford;Fiesta;1.4 TDCi Trend;2011;156.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;545.000
2121;23637348;Ford;Mondeo;2.0 TDCi Trend;2011;216.000 km;Otomatik;Dizel;Sedan;Beyaz;1997 cc;140 hp;Önden Çekiş;5,6 lt;70 lt;3 boyalı;678.000
2122;23637213;Ford;Focus;1.6 Ti-VCT Titanium X;2010;211.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1596 cc;115 hp;Önden Çekiş;6,6 lt;55 lt;3 boyalı;595.000
2124;23636996;Ford;Focus;1.5 TDCi Trend X;2016;124.120 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;865.000
2125;23636785;Ford;Fiesta;1.4 TDCi Trend;2011;176.500 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;5 boyalı;540.000
2126;23635080;Ford;Focus;1.5 TDCi Trend X;2017;170.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Tamamı orjinal;895.000
2128;23635955;Ford;Focus;1.5 TDCi Titanium;2016;309.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen;865.000
2129;23633058;Ford;Focus;1.6 TDCi Collection;2011;233.500 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;555.000
2130;23631917;Ford;C-Max;1.5 TDCi Titanium;2017;101.000 km;Yarı Otomatik;Dizel;MPV;Beyaz;1499 cc;120 hp;Önden Çekiş;4,6 lt;60 lt;Tamamı orjinal;935.000
2131;23627495;Ford;Focus;1.6 TDCi Comfort;2012;208.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;4 değişen, 5 boyalı;555.000
2132;23636593;Ford;Focus;1.6 Ti-VCT Trend;2013;224.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;5 boyalı;675.000
2133;23636098;Ford;Focus;1.6 TDCi Trend;2010;182.000 km;Düz;Dizel;Sedan;Gri;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;590.000
2134;22865023;Ford;C-Max;1.6 TDCi Titanium X;2013;100.000 km;Düz;Dizel;MPV;Gri;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;865.000
2135;23636657;Ford;Focus;1.6 TDCi Trend;2013;173.000 km;Düz;Dizel;Sedan;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;685.000
2136;23636045;Ford;Focus;1.6 TDCi Style;2012;161.500 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;715.000
2137;23635374;Ford;Fiesta;1.4 TDCi Trend;2011;260.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 5 boyalı;455.000
2138;23636585;Ford;Focus;1.6 TDCi Style;2015;94.000 km;Düz;Dizel;Station wagon;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;850.000
2139;23636198;Ford;Fiesta;1.25 Trend;2010;181.000 km;Düz;LPG & Benzin;Hatchback/5;Füme;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;2 boyalı;490.000
2140;23636136;Ford;Fiesta;1.4 TDCi Titanium;2012;206.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;530.000
2141;23636192;Ford;Focus;1.6 TDCi Trend X;2016;121.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;3 boyalı;795.000
2142;23635378;Ford;Fiesta;1.4 TDCi Titanium;2012;238.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 boyalı;549.000
2143;23011749;Ford;Focus;1.5 TDCi Titanium;2016;103.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;735.500
2144;23634429;Ford;Focus;1.6 TDCi Trend X;2017;129.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;825.000
2145;23500794;Ford;Fiesta;1.5 TDCi Trend X;2014;215.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;452.500
2146;23635581;Ford;Focus;1.5 TDCi Titanium;2019;125.000 km;Otomatik;Dizel;Sedan;Gri (Gümüş);1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;1.110.000
2147;23632386;Ford;Focus;1.6 TDCi Trend X;2014;180.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;725.000
2148;22477050;Ford;Focus;1.6 Ti-VCT Style;2012;155.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Siyah;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;2 boyalı;742.500
2149;23634522;Ford;Focus;1.6 TDCi Trend X;2016;190.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;1 değişen, 7 boyalı;635.000
2150;23635319;Ford;Focus;1.5 TDCi Trend X;2017;147.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;880.000
2152;23635375;Ford;Focus;1.6 TDCi Titanium;2014;225.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;3 değişen, 1 boyalı;700.000
2153;23635331;Ford;Fiesta;1.0 Titanium;2018;57.600 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;998 cc;100 hp;Önden Çekiş;5,2 lt;42 lt;1 boyalı;860.000
2154;23632357;Ford;Focus;1.5 TDCi Titanium;2017;128.000 km;Yarı Otomatik;Dizel;Sedan;Altın;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 6 boyalı;728.000
2155;23634438;Ford;C-Max;1.6 TDCi Trend;2012;125.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;690.000
2156;23634029;Ford;Focus;1.6 TDCi Trend X;2011;295.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 4 boyalı;567.000
2158;23633545;Ford;Fiesta;1.4 TDCi Trend;2011;260.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 boyalı;480.000
2159;23632685;Ford;Focus;1.6 TDCi Collection;2011;190.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;650.000
2160;23254287;Ford;Focus;1.6 Ti-VCT Titanium;2010;152.000 km;Düz;LPG & Benzin;Sedan;Mavi (metalik);1596 cc;115 hp;Önden Çekiş;6,6 lt;55 lt;1 değişen;670.000
2161;23634222;Ford;Fiesta;1.4 TDCi Titanium X;2011;135.089 km;Düz;Dizel;Hatchback/5;Füme;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;4 değişen, 2 boyalı;429.000
2162;23633894;Ford;Focus;1.6 Titanium;2011;120.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;4 boyalı;685.000
2163;23632772;Ford;C-Max;1.6 TDCi Titanium X;2014;142.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;775.000
2164;23634504;Ford;Fiesta;1.5 TDCi Trend;2013;133.000 km;Düz;Dizel;Hatchback/5;Gri;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 boyalı;615.000
2165;23633133;Ford;Focus;1.6 Comfort;2010;234.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;519.000
2166;23618933;Ford;Fiesta;1.25 My Fiesta;2011;171.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;1 değişen, 2 boyalı;548.000
2167;23633296;Ford;Fiesta;1.4 TDCi Trend;2012;202.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 1 boyalı;525.000
2168;23272734;Ford;Fiesta;1.5 TDCi Titanium;2013;127.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 değişen, 2 boyalı;645.000
2169;23251133;Ford;Fiesta;1.5 TDCi Titanium;2013;208.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 6 boyalı;570.000
2170;23477557;Ford;Focus;1.5 TDCi Trend X;2018;118.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;1 değişen, 2 boyalı;930.000
2172;23476754;Ford;Focus;1.6 TDCi Trend X;2011;245.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 değişen, 4 boyalı;525.000
2173;23477388;Ford;Focus;1.6 TDCi Titanium;2010;178.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;541.750
2174;22667883;Ford;Focus;1.6 TDCi Titanium;2015;187.000 km;Düz;Dizel;Sedan;Gri;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;775.000
2175;23474772;Ford;Focus;1.6 TDCi Trend X;2013;118.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;742.000
2176;23192915;Ford;Focus;1.6 TDCi Trend X;2014;53.500 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen, 2 boyalı;800.000
2177;23475345;Ford;Fiesta;1.1 Trend X;2019;38.135 km;Düz;Benzin;Hatchback/5;Gri;1084 cc;85 hp;Önden Çekiş;4,7 lt;42 lt;2 değişen, 1 boyalı;675.000
2178;23473261;Ford;Fiesta;1.5 TDCi Titanium;2013;240.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Belirtilmemiş;489.000
2179;22346575;Ford;Fiesta;1.4 Titanium X;2010;260.000 km;Düz;Dizel;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;495.000
2180;23218359;Ford;Focus;1.5 TDCi Trend X;2017;94.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;805.000
2181;23630895;Ford;Fiesta;1.1 Trend;2018;215.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (metalik);1084 cc;85 hp;Önden Çekiş;4,7 lt;42 lt;Belirtilmemiş;775.000
2182;23628111;Ford;Focus;1.6 TDCi Trend X;2014;123.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;775.000
2183;23630997;Ford;Focus;1.6 TDCi Trend X;2015;146.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;5 boyalı;765.000
2184;23629985;Ford;Focus;1.6 Ti-VCT Trend X;2016;120.000 km;Düz;LPG & Benzin;Sedan;Füme;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;815.000
2185;23629732;Ford;Focus;1.5 TDCi Titanium;2020;48.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;8 boyalı;925.000
2186;23268148;Ford;Focus;1.5 TDCi Titanium;2017;144.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 4 boyalı;950.000
2187;22048116;Ford;Focus;1.6 Ti-VCT Trend X;2015;76.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Siyah;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;885.000
2188;23628722;Ford;Focus;1.6 TDCi Trend X;2013;254.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;550.000
2189;23629829;Ford;Mondeo;1.6 TDCi Titanium;2011;290.000 km;Düz;Dizel;Sedan;Füme;1560 cc;115 hp;Önden Çekiş;4,9 lt;70 lt;Belirtilmemiş;635.000
2190;23627998;Ford;Focus;1.6 TDCi Titanium;2014;265.000 km;Düz;Dizel;Sedan;Gri (metalik);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;800.000
2191;23608476;Ford;Focus;1.5 TDCi Titanium;2016;292.500 km;Yarı Otomatik;Dizel;Sedan;Gri;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;2 değişen, 1 boyalı;720.000
2192;23270028;Ford;Focus;1.6 Ti-VCT Style;2015;106.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;829.000
2193;23631548;Ford;Fiesta;1.0 GTDi Titanium;2014;78.600 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;4,9 lt;42 lt;2 değişen, 4 boyalı;739.900
2194;23627971;Ford;Fiesta;1.6 Titanium;2013;109.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;Belirtilmemiş;645.000
2195;23631189;Ford;Focus;1.5 TDCi Trend X;2016;160.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;850.000
2196;23630629;Ford;Fiesta;1.4 TDCi Titanium;2012;132.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;595.000
2197;22862907;Ford;Focus;1.6 Titanium;2011;260.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;4 değişen, 5 boyalı;550.000
2198;23630439;Ford;Fiesta;1.4 TDCi Titanium;2012;187.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 1 boyalı;500.000
2199;23628498;Ford;Focus;1.6 TDCi Style;2011;157.000 km;Düz;Dizel;Sedan;Mavi;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;5 boyalı;675.000
2200;23627483;Ford;C-Max;1.6 TDCi Trend;2013;198.000 km;Düz;Dizel;MPV;Gri (metalik);1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Tamamı orjinal;745.000
2201;23266922;Ford;Focus;1.5 TDCi Trend X;2019;118.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;2 boyalı;950.000
2202;23627941;Ford;Focus;1.6 TDCi Trend X;2012;250.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;2 boyalı;600.000
2203;23624093;Ford;Mondeo;1.6 Titanium;2011;300.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;7,4 lt;70 lt;Belirtilmemiş;650.000
2206;23630261;Ford;Fiesta;1.25 Trend;2010;207.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;3 boyalı;480.000
2207;23626968;Ford;Fiesta;1.5 TDCi Titanium X;2013;163.500 km;Düz;Dizel;Hatchback/5;Lacivert;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 1 boyalı;615.000
2208;22857335;Ford;Focus;1.5 TDCi Trend X;2015;117.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;3 boyalı;825.000
2209;23627284;Ford;Fiesta;1.5 TDCi Titanium;2013;80.000 km;Düz;Dizel;Hatchback/5;Gri;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;660.000
2210;23629448;Ford;Fiesta;1.25 My Fiesta;2012;227.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;4 değişen, 5 boyalı;385.000
2211;23629015;Ford;Focus;1.6 TDCi Trend X;2012;220.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;650.000
2212;23628038;Ford;Focus;1.6 Collection;2011;167.250 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (metalik);1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;2 boyalı;630.000
2213;23629583;Ford;Fiesta;1.25 Trend;2012;147.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;575.000
2214;23629009;Ford;Focus;1.6 TDCi Style;2013;144.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;665.000
2215;23629165;Ford;Focus;1.6 Ti-VCT Trend X;2017;104.000 km;Düz;Benzin;Hatchback/5;Gri;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;920.000
2216;23628473;Ford;Focus;1.6 TDCi Style;2012;114.000 km;Düz;Dizel;Sedan;Gri;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;760.000
2217;23628499;Ford;Focus;1.5 TDCi Trend X;2017;161.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 3 boyalı;725.000
2218;23629299;Ford;Fiesta;1.5 TDCi Titanium;2013;307.000 km;Düz;Dizel;Hatchback/5;Kahverengi;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 6 boyalı;399.000
2219;23628735;Ford;Focus;1.6 TDCi Trend X;2014;145.000 km;Düz;Dizel;Sedan;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;2 değişen, 3 boyalı;700.000
2220;23629565;Ford;Focus;1.5 TDCi Style;2016;112.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;2 boyalı;825.000
2221;23627518;Ford;Fiesta;1.4 TDCi Trend;2011;213.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 8 boyalı;415.000
2222;23628570;Ford;C-Max;1.6 TDCi Trend;2012;137.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Tamamı orjinal;650.000
2223;23493619;Ford;Focus;1.5 TDCi Trend X;2015;166.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;785.000
2224;23480873;Ford;Fiesta;1.1 Trend X;2019;38.000 km;Düz;Benzin;Hatchback/5;Gri (metalik);1084 cc;85 hp;Önden Çekiş;4,7 lt;42 lt;Belirtilmemiş;749.750
2225;23475308;Ford;Focus;1.5 TDCi Trend X;2019;129.000 km;Otomatik;Dizel;Station wagon;Gri (Gümüş);1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;2 boyalı;935.000
2226;23467700;Ford;Focus;1.6 TDCi Style;2016;75.500 km;Düz;Dizel;Sedan;Bej;1560 cc;115 hp;Önden Çekiş;4,5 lt;55 lt;2 değişen, 2 boyalı;785.000
2227;23106981;Ford;Fiesta;1.4 TDCi Titanium;2010;254.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;410.000
2229;23191955;Ford;Focus;1.6 TDCi Trend X;2016;192.000 km;Düz;Dizel;Station wagon;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;675.000
2230;22861415;Ford;Focus;1.5 Ti-VCT Trend X;2021;29.000 km;Düz;Benzin;Hatchback/5;Mavi (metalik);1497 cc;123 hp;Önden Çekiş;5,8 lt;52 lt;Tamamı orjinal;980.000
2231;23628857;Ford;Focus;1.6 TDCi Trend X;2011;203.388 km;Düz;Dizel;Sedan;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Tamamı orjinal;595.000
2232;23628598;Ford;Focus;1.6 Ti-VCT Titanium;2015;86.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;2 değişen;895.000
2233;23628341;Ford;Focus;1.5 TDCi Trend X;2017;110.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;940.000
2234;23119201;Ford;Fiesta;1.4 Titanium;2010;143.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Tamamı orjinal;512.000
2235;23626938;Ford;Focus;1.6 Ti-VCT Titanium;2015;129.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;125 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;850.000
