;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
0;23591690;Ford;Focus;1.6 TDCi Trend X;2015;150.500 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;5 boyalı;740.000
1;23801334;Ford;Fiesta;1.4 TDCi Titanium X;2011;183.665 km;Düz;Dizel;Hatchback/5;Bordo;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;3 değişen, 1 boyalı;449.900
2;23452093;Ford;Fiesta;1.25 Trend X;2016;131.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;2 değişen;620.000
3;23801056;Ford;Focus;1.6 TDCi Trend X;2013;130.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;690.000
4;23800643;Ford;C-Max;1.6 TDCi Titanium;2013;122.000 km;Düz;Dizel;MPV;Gri (metalik);1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;1 boyalı;760.000
5;23801275;Ford;Fiesta;1.6 Ti-VCT Titanium;2017;63.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Gri;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;Tamamı orjinal;835.000
6;23801271;Ford;Focus;1.6 TDCi Trend X;2014;192.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 boyalı;750.000
7;23801320;Ford;Focus;1.6 TDCi Trend X;2015;285.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;2 değişen, 3 boyalı;595.000
10;23801054;Ford;Focus;1.6 TDCi Titanium;2011;164.000 km;Düz;Dizel;Hatchback/5;Mavi;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;815.000
11;23799782;Ford;Fiesta;1.5 TDCi Trend X;2016;204.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;630.000
12;23801207;Ford;Fiesta;1.4 TDCi Titanium X;2010;173.000 km;Düz;Dizel;Hatchback/5;Gri (titanyum);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;5 boyalı;495.000
13;23799281;Ford;Mondeo;1.6 TDCi Titanium;2011;227.400 km;Düz;Dizel;Sedan;Gri (titanyum);1560 cc;115 hp;Önden Çekiş;4,9 lt;70 lt;1 değişen, 2 boyalı;650.000
14;23800821;Ford;Focus;1.6 TDCi Collection;2011;115.000 km;Düz;Dizel;Hatchback/5;Füme;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;720.000
16;23800847;Ford;Fiesta;1.4 TDCi Trend;2011;195.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;490.000
18;23800100;Ford;Focus;1.6 TDCi Titanium X;2012;149.750 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 boyalı;730.000
19;23800900;Ford;Focus;1.6 TDCi Titanium;2010;450.000 km;Düz;Dizel;Sedan;Siyah;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;1 değişen, 8 boyalı;429.900
20;23800344;Ford;Focus;1.5 TDCi Trend X;2020;106.000 km;Otomatik;Dizel;Sedan;Mavi;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;2 boyalı;965.000
21;23800634;Ford;Fiesta;1.0 GTDi Titanium;2014;86.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;4,9 lt;42 lt;1 değişen;665.000
22;23799860;Ford;Focus;1.6 TDCi Style;2013;118.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;805.000
23;23799690;Ford;Focus;1.6 TDCi Collection;2011;173.000 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;680.000
24;23799460;Ford;Fiesta;1.25 Trend;2014;143.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;1 değişen, 5 boyalı;511.000
25;23800320;Ford;Fiesta;1.4 My Fiesta;2012;119.000 km;Otomatik;LPG & Benzin;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;Belirtilmemiş;599.000
26;23800130;Ford;Focus;1.5 Ti-VCT Titanium;2019;43.000 km;Otomatik;Benzin;Hatchback/5;Mavi;1497 cc;123 hp;Önden Çekiş;6,5 lt;52 lt;2 değişen;965.000
27;23799923;Ford;Focus;1.6 TDCi Trend;2013;200.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;4 boyalı;680.000
28;23799829;Ford;Fiesta;1.4 Titanium;2010;46.000 km;Düz;LPG & Benzin;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;570.000
29;23767614;Ford;Focus;1.6 TDCi Titanium;2014;41.000 km;Düz;Dizel;Station wagon;Beyaz;1560 cc;115 hp;Önden Çekiş;5,3 lt;53 lt;Belirtilmemiş;529.950
30;23799103;Ford;C-Max;1.6 TDCi Titanium X;2012;120.000 km;Düz;Dizel;MPV;Siyah;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;780.000
31;23799032;Ford;Focus;1.6 TDCi Titanium;2012;101.500 km;Düz;Dizel;Sedan;Gri;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen;780.000
32;23681068;Ford;Fiesta;1.4 TDCi Trend;2012;110.905 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 boyalı;589.900
33;23455042;Ford;Focus;1.6 TDCi Titanium;2010;165.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;620.000
34;23798766;Ford;Fiesta;1.4 TDCi My Fiesta;2011;174.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 3 boyalı;520.000
35;23798763;Ford;Focus;1.6 Ti-VCT Style;2013;195.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 boyalı;780.000
36;23435768;Ford;Fiesta;1.5 TDCi Trend;2016;173.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;4 boyalı;625.000
37;23798616;Ford;Fiesta;1.4 TDCi Titanium;2010;181.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;597.000
38;23798642;Ford;Focus;1.5 TDCi Trend X;2018;118.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;915.000
39;23798237;Ford;Focus;1.6 Ti-VCT Trend X;2018;178.000 km;Düz;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 1 boyalı;795.000
40;23798215;Ford;Fiesta;1.4 TDCi Titanium X;2011;224.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 1 boyalı;475.000
41;23798064;Ford;Focus;1.6 TDCi Style;2012;176.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;4 boyalı;673.000
42;23797521;Ford;B-Max;1.5 TDCi Titanium;2013;152.000 km;Düz;Dizel;MPV;Beyaz;1498 cc;75 hp;Önden Çekiş;4,1 lt;48 lt;Belirtilmemiş;580.000
43;23797602;Ford;Focus;1.5 TDCi Titanium;2018;77.500 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;1.050.000
44;23798239;Ford;Focus;1.6 TDCi Trend X;2014;185.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;670.000
45;23798150;Ford;Fiesta;1.5 TDCi Trend;2013;187.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;580.000
46;23797942;Ford;Focus;1.6 Comfort;2011;239.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;580.000
47;23797827;Ford;Fiesta;1.4 TDCi Trend;2012;186.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 11 boyalı;440.000
48;23797192;Ford;Focus;1.6 TDCi Collection;2010;190.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 değişen, 2 boyalı;485.000
49;23797485;Ford;Focus;1.5 TDCi Titanium;2015;140.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 1 boyalı;850.000
52;23797447;Ford;C-Max;1.6 TDCi Titanium;2012;174.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;5 boyalı;642.000
53;23025689;Ford;Focus;1.5 TDCi Trend X;2019;123.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;965.000
55;23797473;Ford;Fiesta;1.6 Trend;2013;160.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;6 boyalı;600.000
57;23797412;Ford;Focus;1.5 TDCi Trend X;2018;155.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;690.000
58;23797065;Ford;Focus;1.5 TDCi Trend X;2016;160.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;5 boyalı;749.000
59;23797222;Ford;Focus;1.5 TDCi Titanium;2020;57.500 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;1.180.000
60;23797017;Ford;Fiesta;1.4 Titanium;2011;310.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (metalik);1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;409.999
61;23796844;Ford;B-Max;1.5 TDCi Titanium;2012;177.449 km;Düz;Dizel;MPV;Gri (titanyum);1498 cc;75 hp;Önden Çekiş;4,1 lt;48 lt;3 boyalı;536.000
63;23443845;Ford;Fiesta;1.25 Trend;2013;118.500 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;595.000
64;23796596;Ford;Fiesta;1.5 TDCi Trend;2015;134.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Belirtilmemiş;600.000
65;23795443;Ford;Focus;1.6 Ti-VCT Titanium;2012;215.000 km;Düz;LPG & Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 9 boyalı;670.000
66;23796347;Ford;Focus;1.5 TDCi Trend X;2020;86.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;4 boyalı;975.000
67;23796360;Ford;Focus;1.6 Ti-VCT Trend X;2011;188.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1596 cc;115 hp;Önden Çekiş;6,6 lt;55 lt;Belirtilmemiş;575.000
68;23795741;Ford;Fiesta;1.4 TDCi Trend;2012;225.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;485.000
69;23796123;Ford;C-Max;1.6 TDCi Titanium X;2012;121.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;1 değişen;735.000
70;23795586;Ford;Focus;1.6 TDCi Trend X;2012;185.000 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;1 değişen, 7 boyalı;499.000
71;23796297;Ford;Fiesta;1.4 TDCi Trend;2010;105.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;500.000
72;23796121;Ford;Focus;1.6 Ti-VCT Trend;2012;166.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;725.000
73;23375520;Ford;Focus;1.5 TDCi Titanium;2019;52.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;1.150.000
74;23795582;Ford;Focus;1.6 TDCi Collection;2011;146.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;650.000
75;23795765;Ford;Fiesta;1.4 TDCi Trend;2012;200.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen;480.000
76;23795082;Ford;Fiesta;1.4 TDCi Titanium X;2010;190.000 km;Düz;Dizel;Hatchback/5;Gri (metalik);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;518.000
77;23795572;Ford;Focus;1.6 TDCi Style;2011;256.000 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;589.750
79;23795296;Ford;Focus;1.6 TDCi Trend;2010;335.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;1 değişen, 5 boyalı;487.000
80;23795265;Ford;Focus;1.5 TDCi Trend X;2018;162.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;850.000
81;23795164;Ford;Focus;1.5 TDCi Titanium;2019;130.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;2 değişen, 1 boyalı;1.150.000
82;23794869;Ford;Fiesta;1.4 TDCi Trend;2012;148.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;540.000
83;23790731;Ford;Fiesta;1.6 Titanium;2016;105.600 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;Belirtilmemiş;760.000
84;23794923;Ford;Fiesta;1.5 TDCi Titanium;2015;129.850 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 1 boyalı;650.000
85;23743172;Ford;Focus;1.5 TDCi Trend X;2016;65.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Tamamı orjinal;910.000
86;23794918;Ford;Focus;1.6 TDCi Trend X;2017;113.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;835.000
87;23791342;Ford;Fiesta;1.4 TDCi Trend;2011;209.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 1 boyalı;525.000
88;23793393;Ford;Focus;1.6 TDCi Style;2012;200.000 km;Düz;Dizel;Sedan;Siyah;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;635.000
89;23791714;Ford;Focus;1.6 TDCi Style;2011;143.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;724.000
90;23791418;Ford;Focus;1.6 Collection;2011;135.000 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;1 boyalı;630.000
92;23790940;Ford;Fiesta;1.4 TDCi Trend;2011;154.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 1 boyalı;490.000
93;23794573;Ford;Fiesta;1.4 TDCi Titanium X;2011;195.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;585.000
94;23793195;Ford;Focus;1.6 TDCi Titanium;2013;72.500 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;830.000
95;23445739;Ford;Focus;1.6 Ti-VCT Titanium;2017;43.800 km;Düz;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;975.500
96;23792912;Ford;Fiesta;1.4 Titanium;2010;210.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;Belirtilmemiş;525.000
97;23445557;Ford;Focus;1.5 TDCi Titanium;2015;120.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Belirtilmemiş;970.000
98;23793572;Ford;Focus;1.6 TDCi Trend X;2015;129.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;3 değişen, 2 boyalı;813.000
99;22642622;Ford;Focus;1.5 TDCi ST Line;2018;104.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1500 cc;120 hp;Önden Çekiş;4,4 lt;47 lt;Belirtilmemiş;1.199.750
100;23790835;Ford;C-Max;1.6 Trend;2012;128.000 km;Düz;LPG & Benzin;MPV;Beyaz;1596 cc;125 hp;Önden Çekiş;6,6 lt;55 lt;5 boyalı;710.000
101;23792310;Ford;Focus;1.6 Ti-VCT Style;2017;475.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;500.000
102;23792593;Ford;Focus;1.5 Ti-VCT Trend X;2020;37.000 km;Düz;Benzin;Hatchback/5;Mavi (metalik);1497 cc;123 hp;Önden Çekiş;5,8 lt;52 lt;Belirtilmemiş;900.000
103;23791226;Ford;Focus;1.6 Ti-VCT Titanium;2016;73.000 km;Düz;Benzin;Sedan;Kırmızı;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 boyalı;920.000
104;23794470;Ford;Focus;1.6 Ti-VCT Titanium;2011;233.269 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 6 boyalı;605.000
105;23794317;Ford;Fiesta;1.4 Titanium X;2011;195.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;3 boyalı;535.000
106;23793022;Ford;Focus;1.6 TDCi Trend X;2010;219.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;480.500
107;23787228;Ford;Fiesta;1.4 TDCi Trend;2012;129.100 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;3 değişen, 2 boyalı;490.000
108;23793826;Ford;Fiesta;1.6 Ti-VCT Titanium;2017;72.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kahverengi;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;1 boyalı;729.000
109;23791827;Ford;Fiesta;1.4 TDCi Trend;2012;154.500 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 3 boyalı;480.000
110;23793518;Ford;Focus;1.6 TDCi Trend X;2011;163.840 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;2 değişen, 4 boyalı;600.000
111;23791350;Ford;C-Max;1.6 TDCi Titanium Grand;2013;213.000 km;Düz;Dizel;MPV;Siyah;1560 cc;115 hp;Önden Çekiş;4,9 lt;60 lt;Belirtilmemiş;610.000
112;23794226;Ford;Focus;1.6 TDCi Titanium;2015;225.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;9 boyalı;570.000
113;23791970;Ford;Focus;1.6 TDCi Trend X;2017;128.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;850.000
114;23791315;Ford;Fiesta;1.4 TDCi Trend;2012;199.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 boyalı;550.000
115;23791496;Ford;Focus;1.6 TDCi Trend X;2017;62.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;850.000
116;23792718;Ford;Focus;1.6 Ti-VCT Trend X;2017;68.500 km;Düz;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen, 1 boyalı;825.000
117;23791921;Ford;Focus;1.6 TDCi Trend;2010;244.000 km;Düz;Dizel;Hatchback/3;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 1 boyalı;555.000
118;23790670;Ford;Focus;1.6 TDCi Titanium;2010;275.000 km;Düz;Dizel;Sedan;Gri;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Tamamı boyalı;440.000
119;23793576;Ford;Focus;1.6 TDCi Trend X;2014;200.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;2 boyalı;630.000
120;23791016;Ford;Focus;1.5 TDCi Trend X;2019;221.000 km;Otomatik;Dizel;Station wagon;Gri;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;1 boyalı;860.000
121;23793097;Ford;Fiesta;1.4 TDCi Trend;2011;245.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;3 boyalı;500.000
122;23789187;Ford;Fiesta;1.4 TDCi Titanium X;2010;155.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 değişen, 2 boyalı;530.000
123;23793803;Ford;Focus;1.5 TDCi Trend X;2015;174.820 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 4 boyalı;749.000
124;23782867;Ford;Fiesta;1.4 TDCi Trend;2010;234.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 5 boyalı;450.000
125;23790594;Ford;Focus;1.6 TDCi Trend X;2010;310.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;455.000
126;23790989;Ford;C-Max;1.6 TDCi Titanium X;2012;120.000 km;Düz;Dizel;MPV;Gri;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;1 boyalı;749.000
127;23708186;Ford;Focus;1.6 TDCi Trend X;2012;168.000 km;Düz;Dizel;Sedan;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;2 boyalı;675.000
128;23638287;Ford;Focus;1.6 TDCi Trend X;2013;185.000 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;700.000
130;23268647;Ford;Focus;1.6 TDCi Titanium;2011;150.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;525.000
131;23710199;Ford;C-Max;1.6 TDCi Titanium;2010;221.000 km;Düz;Dizel;MPV;Gri;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;460.000
132;23709882;Ford;Fiesta;1.5 TDCi Trend X;2015;103.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 değişen, 2 boyalı;600.000
133;23709582;Ford;Mondeo;1.6 TDCi Titanium;2012;234.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,9 lt;70 lt;2 değişen, 2 boyalı;620.000
134;23708573;Ford;Focus;1.6 TDCi Titanium;2017;98.000 km;Düz;Dizel;Sedan;Füme;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;Tamamı orjinal;940.000
135;23708354;Ford;Focus;1.6 Comfort;2011;142.000 km;Düz;LPG & Benzin;Hatchback/5;Füme;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;12 boyalı;560.000
136;23637329;Ford;Fiesta;1.25 Trend X;2014;132.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;1 değişen, 1 boyalı;575.000
137;23363860;Ford;Focus;1.5 TDCi Trend X;2018;118.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Tamamı orjinal;942.500
138;23711524;Ford;Focus;1.6 Ti-VCT Trend X;2018;47.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;940.000
139;23708358;Ford;Focus;1.6 TDCi Trend X;2014;200.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;1 değişen, 2 boyalı;645.000
140;23639275;Ford;C-Max;1.6 TDCi Titanium X;2012;189.000 km;Düz;Dizel;MPV;Mavi (metalik);1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;800.000
141;23636761;Ford;Focus;1.0 GTDi Titanium;2013;125.831 km;Düz;Benzin;Sedan;Gri (Gümüş);999 cc;125 hp;Önden Çekiş;5 lt;55 lt;Belirtilmemiş;745.000
142;23635323;Ford;Focus;1.6 TDCi Titanium;2017;110.000 km;Düz;Dizel;Sedan;Siyah;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;985.000
