;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
142;23786570;Toyota;Corolla;1.5 Dream;2021;30.000 km;Otomatik;Benzin;Sedan;Gri (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.069.750
143;23783230;Toyota;Corolla;1.8 Hybrid Flame;2021;17.000 km;Otomatik;Hibrit;Sedan;Mavi (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.150.000
144;23786559;Toyota;Corolla;1.6 Flame X Pack;2020;80.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.125.000
145;23783755;Toyota;Corolla;1.4 D-4D Touch;2017;154.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;840.000
146;23783441;Toyota;Corolla;1.8 Hybrid Dream;2021;30.500 km;Otomatik;Hibrit;Sedan;Mavi (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;2 boyalı;1.155.000
147;23783317;Toyota;Corolla;1.4 D-4D Advance;2016;76.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 1 boyalı;850.000
148;23782749;Toyota;Corolla;1.6 Active;2013;154.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;590.000
149;23441899;Toyota;Auris;1.4 D-4D Comfort Extra;2011;260.000 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;520.000
150;23785191;Toyota;Corolla;1.4 D-4D Elegant;2011;187.700 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 değişen;575.000
151;23784699;Toyota;Avensis;1.6 Elegant Extra;2011;155.756 km;Düz;Benzin;Sedan;Siyah;1598 cc;132 hp;Önden Çekiş;6,6 lt;60 lt;6 boyalı;690.000
152;23784037;Toyota;Corolla;1.6 Touch;2018;37.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;850.000
153;23442650;Toyota;Auris;1.4 D-4D Comfort Extra;2012;161.400 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 4 boyalı;715.000
154;23051831;Toyota;Corolla;1.4 D-4D Comfort;2011;176.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;3 boyalı;585.000
155;23784889;Toyota;Yaris;1.5 Hybrid X-Trend;2018;37.000 km;Otomatik;Hibrit;Hatchback/5;Bordo;1497 cc;75 hp;Önden Çekiş;3,6 lt;36 lt;Tamamı orjinal;1.350.000
156;23782879;Toyota;Corolla;1.6 Vision;2019;121.000 km;Düz;Benzin;Sedan;Gri (metalik);1598 cc;132 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;835.500
158;23785200;Toyota;Corolla;1.4 D-4D Touch;2016;70.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;850.000
159;23784419;Toyota;Corolla;1.6 Advance;2016;120.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;899.900
160;23784646;Toyota;Corolla;1.2 Turbo Dream;2021;3.800 km;Otomatik;Benzin;Hatchback/5;Gri;1197 cc;116 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.125.000
161;23786126;Toyota;Corolla;1.6 Vision;2019;82.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;1 değişen, 1 boyalı;855.000
163;23783006;Toyota;Auris;1.4 D-4D Comfort Extra;2011;134.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;665.000
164;23786119;Toyota;Verso;1.6 D-4D Premium;2015;134.000 km;Düz;Dizel;MPV;Beyaz;1598 cc;112 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;675.000
165;23772058;Toyota;Yaris;1.33 Terra Sporty;2011;298.000 km;Düz;Benzin;Hatchback/5;Siyah;1329 cc;110 hp;Önden Çekiş;5,1 lt;42 lt;Belirtilmemiş;450.000
166;23785370;Toyota;Corolla;1.8 Hybrid Dream;2021;55.000 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.065.000
167;23782702;Toyota;Corolla;1.4 D-4D Advance;2016;112.500 km;Yarı Otomatik;Dizel;Sedan;Gri (titanyum);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;854.000
169;23783995;Toyota;Corolla;1.6 Vision;2020;41.000 km;Yarı Otomatik;Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;950.000
170;23782210;Toyota;Corolla;1.4 D-4D Touch;2016;140.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;864.500
171;23783930;Toyota;Corolla;1.6 Dream;2020;64.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;965.000
172;23785564;Toyota;Auris;1.33 Life;2015;153.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;4 boyalı;635.000
173;23783345;Toyota;Corolla;1.4 D-4D Advance;2017;92.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;900.000
174;23703754;Toyota;Verso;1.6 D-4D Advance;2016;260.000 km;Düz;Dizel;MPV;Beyaz;1598 cc;112 hp;Önden Çekiş;4,7 lt;55 lt;3 boyalı;950.000
175;23706852;Toyota;Corolla;1.4 D-4D Advance;2015;185.000 km;Düz;Dizel;Sedan;Gri;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;790.000
176;23704504;Toyota;Auris;1.4 D-4D Comfort Plus;2011;194.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;1 boyalı;629.000
177;23702873;Toyota;Corolla;1.8 Hybrid Dream;2019;140.000 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;879.000
178;23633029;Toyota;Corolla;1.33 Comfort;2012;186.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;2 değişen, 6 boyalı;437.000
179;23631506;Toyota;Corolla;1.5 Dream;2021;13.500 km;Otomatik;Benzin;Sedan;Gri;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;1 değişen;1.140.000
182;23706503;Toyota;Corolla;1.33 Comfort;2010;238.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;2 değişen, 1 boyalı;520.000
183;23702646;Toyota;Corolla;1.6 Flame X Pack;2020;92.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.025.750
184;23629933;Toyota;Corolla;1.8 Hybrid Dream;2021;45.800 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.145.000
185;23629569;Toyota;Yaris;1.5 Dream;2022;6.001 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1490 cc;125 hp;Önden Çekiş;4,7 lt;42 lt;Tamamı orjinal;1.080.000
186;23629534;Toyota;Corolla;1.5 Dream;2022;6.001 km;Otomatik;Benzin;Sedan;Mavi (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.100.000
187;23292111;Toyota;Yaris;1.33 Fun Special;2016;32.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;825.000
189;23632072;Toyota;Corolla;1.33 Life;2015;88.050 km;Düz;Benzin;Sedan;Kahverengi;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;780.000
190;23631749;Toyota;Corolla;1.6 Touch;2016;88.875 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;950.000
191;23631542;Toyota;Auris;1.6 Comfort Extra;2011;170.425 km;Otomatik;Benzin;Hatchback/5;Siyah;1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;Belirtilmemiş;760.000
192;23631430;Toyota;Corolla;1.6 Vision;2019;34.650 km;Yarı Otomatik;Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.070.000
193;23631220;Toyota;Auris;1.4 D-4D Comfort Extra;2012;85.895 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;800.000
194;23631193;Toyota;Corolla;1.8 Hybrid Dream;2021;60.965 km;Otomatik;Hibrit;Sedan;Gri;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.100.000
195;23631129;Toyota;Corolla;1.33 Life;2016;53.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;815.000
196;23631109;Toyota;Corolla;1.8 Hybrid Dream;2021;94.100 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.100.000
197;23631038;Toyota;Corolla;1.8 Hybrid Dream;2021;87.800 km;Otomatik;Hibrit;Sedan;Mavi;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.100.000
198;23630432;Toyota;Corolla;1.6 Premium;2016;136.280 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;980.000
199;23704542;Toyota;Corolla;1.5 Dream;2021;36.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;995.000
200;23704324;Toyota;Corolla;1.4 D-4D Touch;2018;101.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;775.950
201;23703484;Toyota;Corolla;1.4 D-4D Touch;2018;125.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;815.000
203;23630469;Toyota;Corolla;1.6 Flame X Pack;2020;45.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.177.000
204;23630363;Toyota;Corolla;1.33 Life;2015;80.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;718.000
205;22942136;Toyota;Yaris;1.33 Fun Special Skypack;2015;84.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;4,8 lt;42 lt;Belirtilmemiş;789.750
208;23785474;Toyota;Corolla;1.6 Advance;2015;138.000 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;3 boyalı;760.000
210;23784373;Toyota;Corolla;1.4 D-4D Touch;2014;177.468 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 boyalı;690.000
212;23449927;Toyota;Yaris;1.33 Fun Special Skypack;2015;170.000 km;Otomatik;LPG & Benzin;Hatchback/5;Bej;1329 cc;99 hp;Önden Çekiş;4,8 lt;42 lt;Belirtilmemiş;775.000
213;23056729;Toyota;Corolla;1.2 Turbo Flame X-Pack;2020;63.000 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1197 cc;116 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;1.229.750
214;22574386;Toyota;Corolla;1.4 D-4D Advance;2016;130.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 6 boyalı;760.000
215;23782192;Toyota;Corolla;1.4 D-4D Touch;2015;180.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;625.000
217;23781869;Toyota;Corolla;1.6 Advance;2018;86.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;3 değişen, 3 boyalı;707.000
218;23780360;Toyota;Corolla;1.6 Advance;2015;127.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;770.000
219;23442328;Toyota;Corolla;1.8 Hybrid Passion X-Pack;2021;11.500 km;Otomatik;Hibrit;Sedan;Gri (Gümüş);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.350.000
220;23433316;Toyota;Corolla;1.33 Life;2018;98.750 km;Düz;Benzin;Sedan;Gri (Gümüş);1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;795.000
221;23781591;Toyota;Corolla;1.4 D-4D Advance;2013;250.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;699.000
222;23781398;Toyota;Auris;1.6 Advance Skypack;2013;161.400 km;Otomatik;LPG & Benzin;Hatchback/5;Kırmızı;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;2 değişen, 5 boyalı;720.000
223;23781019;Toyota;Corolla;1.4 D-4D Touch;2017;148.500 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;750.000
224;23779958;Toyota;Corolla;1.6 Advance;2016;79.000 km;Düz;LPG & Benzin;Sedan;Gri;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;875.000
227;23780283;Toyota;Auris;1.4 D-4D Comfort Extra;2011;137.200 km;Düz;Dizel;Hatchback/5;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 boyalı;585.000
229;23779186;Toyota;Corolla;1.6 Advance;2016;77.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;903.000
230;23780220;Toyota;Corolla;1.33 Life;2016;101.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;748.000
231;23779938;Toyota;Corolla;1.8 Hybrid Dream;2021;39.000 km;Otomatik;Hibrit;Sedan;Gri;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.100.000
232;23780052;Toyota;Corolla;1.33 Life;2014;119.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;670.000
233;23779752;Toyota;Auris;1.4 D-4D Advance;2013;130.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;675.000
234;23779653;Toyota;Auris;1.4 D-4D Comfort Plus;2011;152.000 km;Düz;Dizel;Hatchback/5;Gri;1364 cc;90 hp;Önden Çekiş;5 lt;55 lt;2 boyalı;640.000
235;23779843;Toyota;Corolla;1.6 Flame X Pack;2019;102.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.095.000
236;23431812;Toyota;Corolla;1.4 D-4D Advance;2016;140.200 km;Yarı Otomatik;Dizel;Sedan;Kahverengi;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;860.000
237;23517031;Toyota;Corolla;1.4 D-4D Advance;2016;53.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;935.750
238;23656074;Toyota;Corolla;1.4 D-4D Comfort;2012;214.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 boyalı;675.000
239;23775723;Toyota;Corolla;1.33 Life;2016;49.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 boyalı;715.000
240;23779069;Toyota;Corolla;1.6 Advance;2015;133.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;4 boyalı;815.000
241;23778668;Toyota;Corolla;1.6 Advance;2014;70.000 km;Otomatik;LPG & Benzin;Sedan;Kahverengi;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;1 boyalı;885.000
242;22446239;Toyota;Corolla;1.6 Flame X Pack;2020;10.100 km;Otomatik;Benzin;Sedan;Kırmızı;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.200.000
243;23577937;Toyota;Corolla;1.6 Flame X Pack;2020;18.500 km;Otomatik;Benzin;Sedan;Gri;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;2 değişen;999.950
244;23632250;Toyota;Corolla;1.6 Passion X-Pack;2019;49.000 km;Otomatik;LPG & Benzin;Sedan;Mavi (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.179.000
245;23778997;Toyota;Corolla;1.6 Passion X-Pack;2019;49.300 km;Otomatik;LPG & Benzin;Sedan;Mavi (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.175.000
246;23775824;Toyota;Corolla;1.33 Life;2017;72.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;774.000
247;23774927;Toyota;Corolla;1.33 Life;2015;146.130 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;725.000
248;23777315;Toyota;Corolla;1.5 Dream;2021;64.500 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;950.000
249;23776488;Toyota;Auris;1.33 Life;2013;172.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,5 lt;50 lt;1 boyalı;640.000
250;23774923;Toyota;Corolla;1.5 Dream;2021;21.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.012.000
251;23778658;Toyota;Auris;1.4 D-4D Comfort Extra;2011;230.000 km;Yarı Otomatik;Dizel;Hatchback/5;Bordo;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;675.000
252;23437729;Toyota;Corolla;1.6 Advance;2013;111.700 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;1 değişen;838.500
253;23434806;Toyota;Corolla;1.4 D-4D Advance;2018;106.500 km;Yarı Otomatik;Dizel;Sedan;Gri (metalik);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;940.000
254;23778389;Toyota;Corolla;1.4 D-4D Touch;2016;135.200 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;775.000
256;23778317;Toyota;Corolla;1.33 Life;2016;135.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 değişen;699.900
257;23778291;Toyota;Corolla;1.4 D-4D Advance;2015;81.750 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;870.000
258;23775275;Toyota;Corolla;1.4 D-4D Advance;2017;92.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;900.000
259;23774774;Toyota;Corolla;1.4 D-4D Premium;2016;117.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;830.000
260;23776694;Toyota;Corolla;1.6 Advance;2014;82.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;2 değişen, 2 boyalı;750.000
261;23774847;Toyota;Avensis;1.6 Elegant Extra;2013;180.000 km;Düz;LPG & Benzin;Sedan;Füme;1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;2 değişen, 2 boyalı;725.000
262;23775890;Toyota;Yaris;1.33 Fun Special;2016;28.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,1 lt;42 lt;Belirtilmemiş;725.000
263;23775509;Toyota;Corolla;1.33 Comfort;2012;129.300 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;635.000
264;23776829;Toyota;Corolla;1.5 Dream;2021;85.000 km;Otomatik;LPG & Benzin;Sedan;Mavi (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;1 değişen;930.000
265;23775854;Toyota;Corolla;1.6 Elegant;2011;139.000 km;Düz;LPG & Benzin;Sedan;Siyah;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;1 değişen, 3 boyalı;650.000
266;23777299;Toyota;Corolla;1.33 Comfort;2011;175.000 km;Düz;LPG & Benzin;Sedan;Kırmızı;1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;610.000
267;23775612;Toyota;Corolla;1.5 Dream;2021;21.200 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;1 değişen, 1 boyalı;922.500
268;23555744;Toyota;Corolla;1.5 Flame X-Pack;2022;9.000 km;Otomatik;Benzin;Sedan;Mavi;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.220.000
269;23702310;Toyota;Corolla;1.5 Vision;2021;34.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;2 değişen;869.000
270;23627260;Toyota;Corolla;1.4 D-4D Comfort;2010;317.000 km;Düz;Dizel;Sedan;Gri (metalik);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;625.000
271;23626151;Toyota;Corolla;1.8 Hybrid Dream;2021;69.000 km;Otomatik;Hibrit;Sedan;Füme;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;949.950
272;23625867;Toyota;Corolla;1.4 D-4D Elegant;2010;181.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1365 cc;90 hp;Önden Çekiş;4,9 lt;55 lt;6 boyalı;525.000
273;23625608;Toyota;Corolla;1.4 D-4D Advance;2014;269.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;6 boyalı;647.500
275;23625324;Toyota;Corolla;1.8 Hybrid Dream;2020;35.950 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;975.000
276;23514549;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2020;45.000 km;Otomatik;Hibrit;Hatchback/5;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;1.057.000
277;23321816;Toyota;Corolla;1.4 D-4D Advance;2016;267.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 boyalı;760.000
278;23318014;Toyota;Auris;1.33 Life;2017;39.000 km;Düz;Benzin;Hatchback/5;Mavi;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;779.000
279;23253859;Toyota;Corolla;1.6 Dream;2020;36.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.150.000
280;23696813;Toyota;Auris;1.4 D-4D Comfort Extra;2012;196.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;595.000
281;23696573;Toyota;Corolla;1.6 Elegant;2011;430.000 km;Düz;LPG & Benzin;Sedan;Füme;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;Tamamı orjinal;576.400
282;23626469;Toyota;Corolla;1.8 Hybrid Dream X-Pack;2021;40.420 km;Otomatik;Hibrit;Hatchback/5;Gri;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;2 değişen;1.198.750
283;23624959;Toyota;Auris;1.6 Advance Skypack;2015;83.000 km;Otomatik;Benzin;Hatchback/5;Kırmızı;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;Belirtilmemiş;925.000
284;23625903;Toyota;Corolla;1.4 D-4D Advance;2013;160.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen;780.000
285;23624544;Toyota;Corolla;1.6 Advance;2016;135.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;3 değişen, 2 boyalı;800.000
287;23352175;Toyota;Corolla;1.6 Dream;2020;91.000 km;Otomatik;Benzin;Sedan;Gri (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Belirtilmemiş;1.010.000
288;23249984;Toyota;Avensis;1.6 Elegant Extra;2012;30.736 km;Düz;Benzin;Sedan;Gri;1598 cc;132 hp;Önden Çekiş;6,6 lt;60 lt;2 boyalı;865.000
289;23215198;Toyota;Yaris;1.0 Life;2015;35.500 km;Düz;Benzin;Hatchback/5;Bordo;998 cc;69 hp;Önden Çekiş;4,3 lt;42 lt;Tamamı orjinal;615.000
